Algorithm	Subject	Run	ReductionPercentage	PreparationTime	SelectionTime	FaultDetectionLoss	FirstFaultyTest
ART-D	chart_v1	32	10	0	0.245552	1	-1
ART-D	chart_v1	33	10	0	0.332518	1	-1
ART-D	chart_v1	34	10	0	0.233564	1	-1
ART-D	chart_v1	35	10	0	0.442939	1	-1
ART-D	chart_v1	36	10	0	0.354769	1	-1
ART-D	chart_v1	37	10	0	0.266219	1	-1
ART-D	chart_v1	38	10	0	0.384749	1	-1
ART-D	chart_v1	39	10	0	0.376478	1	-1
ART-D	chart_v1	40	10	0	0.387914	1	-1
ART-D	chart_v1	41	10	0	0.357454	1	-1
ART-D	chart_v1	42	10	0	0.379416	1	-1
ART-D	chart_v1	43	10	0	0.259077	1	-1
ART-D	chart_v1	44	10	0	0.235922	1	-1
ART-D	chart_v1	45	10	0	0.240236	1	-1
ART-D	chart_v1	46	10	0	0.585649	1	-1
ART-D	chart_v1	47	10	0	0.451285	1	-1
ART-D	chart_v1	48	10	0	0.264435	1	-1
ART-D	chart_v1	49	10	0	0.317172	1	-1
ART-D	chart_v1	50	10	0	0.400062	1	-1
ART-D	chart_v1	1	11	0	0.694413	1	-1
ART-D	chart_v1	2	11	0	0.415507	1	-1
